Timestamp,Central Plant Chiller 1 Chiller Efficiency (kW/ton) (1)2024,Central Plant Chiller 1 Chiller Efficiency (kW/ton) (2)2022,Central Plant Chiller 2 Chiller Efficiency (kW/ton) (1),Central Plant Chiller 2 Chiller Efficiency (kW/ton) (2),Central Plant Chiller 3 Chiller Efficiency (kW/ton) (1),Central Plant Chiller 3 Chiller Efficiency (kW/ton) (2),Central Plant CHW Plant Chilled Water Efficiency (C) (1),Central Plant CHW Plant Chilled Water Efficiency (C) (2),Central Plant CHW Plant Chilled Water Tons of Refrigeration (1),Central Plant CHW Plant Chilled Water Tons of Refrigeration (2),Central Plant CHW Plant Chiller Stage (1),Central Plant CHW Plant Chiller Stage (2),Central Plant CHW Plant Outside Air Temp (1),Central Plant CHW Plant Outside Air Temp (2),Central Plant CHW Plant Total Power (1),Central Plant CHW Plant Total Power (2),Central Plant Condenser Loop Wet Bulb Temp (1),Central Plant Condenser Loop Wet Bulb Temp (2)
2024-10-28T20:00:00-07:00 Los_Angeles,,0.4024540533622106_kW/Ton,,0_kW/Ton,,0_kW/Ton,,0.8520295876758935kW/ton,,201.98564656575522_Ton,,AAAB,,63.50157038370768°F,,187.8414764404297kW,,55.93925857543945°F
2024-10-28T21:00:00-07:00 Los_Angeles,,0.544078066945076_kW/Ton,,0_kW/Ton,,0_kW/Ton,,1.1993597491209458kW/ton,,117.16310628255208_Ton,,AAAB,,62.46018918355306°F,,159.98390197753906kW,,55.74293581644694°F
2024-10-28T22:00:00-07:00 Los_Angeles,,0.5097038149833679_kW/Ton,,0_kW/Ton,,0_kW/Ton,,1.020154074066842kW/ton,,114.07447052001953_Ton,,AAAB,,62.38044738769531°F,,122.55680084228516kW,,56.58447710673014°F
2024-10-28T23:00:00-07:00 Los_Angeles,,0.682866116364797_kW/Ton,,0_kW/Ton,,0_kW/Ton,,1.2248397231306354kW/ton,,87.71421178181966_Ton,,AAAB,,61.54824765523275°F,,109.52613067626953kW,,55.715236028035484°F
2024-10-29T00:00:00-07:00 Los_Angeles,,0.7347856958707174_kW/Ton,,0_kW/Ton,,0_kW/Ton,,1.3354961568315318kW/ton,,76.36929702758789_Ton,,AAAB,,61.85939089457194°F,,103.21880340576172kW,,55.03839556376139°F
2024-10-29T01:00:00-07:00 Los_Angeles,,0.6910565296808878_kW/Ton,,0_kW/Ton,,0_kW/Ton,,1.2898778914178937kW/ton,,78.77975336710612_Ton,,AAAB,,61.05180549621582°F,,102.92900085449219kW,,54.7437489827474°F
2024-10-29T02:00:00-07:00 Los_Angeles,,0.715587725241979_kW/Ton,,0_kW/Ton,,0_kW/Ton,,1.3507727021783331kW/ton,,74.59105173746745_Ton,,AAAB,,59.6355775197347°F,,101.69709777832031kW,,54.076616287231445°F
2024-10-29T03:00:00-07:00 Los_Angeles,,0.6420062283674876_kW/Ton,,0_kW/Ton,,0_kW/Ton,,1.4083714618181318kW/ton,,74.35885747273763_Ton,,AAAB,,58.83954620361328°F,,111.5615005493164kW,,52.87127685546875°F
2024-10-29T04:00:00-07:00 Los_Angeles,,0.532627617319425_kW/Ton,,0_kW/Ton,,0_kW/Ton,,1.1160453564017605kW/ton,,97.02964655558269_Ton,,AAAB,,59.343926111857094°F,,111.95953369140625kW,,52.83891296386719°F
2024-10-29T05:00:00-07:00 Los_Angeles,,0.4906584521134694_kW/Ton,,0_kW/Ton,,0_kW/Ton,,1.1118679974917276kW/ton,,95.53635787963867_Ton,,AAAB,,59.25749969482422°F,,109.30147552490234kW,,52.293606440226235°F
2024-10-29T06:00:00-07:00 Los_Angeles,,0.5557559331258138_kW/Ton,,0_kW/Ton,,0_kW/Ton,,1.1749908684324604kW/ton,,88.70502344767253_Ton,,AAAB,,58.48263422648112°F,,105.8703842163086kW,,51.89776484171549°F
2024-10-29T07:00:00-07:00 Los_Angeles,,0.4101075579722722_kW/Ton,,0_kW/Ton,,0_kW/Ton,,1.0089038216789938kW/ton,,109.38587697347005_Ton,,AAAB,,56.49598821004232°F,,109.0034408569336kW,,50.31710116068522°F
2024-10-29T08:00:00-07:00 Los_Angeles,,0.28156134982903797_kW/Ton,,0_kW/Ton,,0_kW/Ton,,0.7227023956554758kW/ton,,173.3057098388672_Ton,,AAAB,,58.79784647623698°F,,138.95431518554688kW,,51.524773279825844°F
2024-10-29T09:00:00-07:00 Los_Angeles,,0.3423184355099996_kW/Ton,,0_kW/Ton,,0_kW/Ton,,0.6602879640865084kW/ton,,191.5952580769857_Ton,,AAAB,,65.2060178120931°F,,148.22740173339844kW,,55.575782775878906°F
2024-10-29T10:00:00-07:00 Los_Angeles,,0.33261267344156903_kW/Ton,,0_kW/Ton,,0_kW/Ton,,0.6390674286947404kW/ton,,274.58060963948566_Ton,,AAAB,,67.29853057861328°F,,198.63552856445312kW,,58.137762705485024°F
2024-10-29T11:00:00-07:00 Los_Angeles,,0.3030809909105301_kW/Ton,,0_kW/Ton,,0_kW/Ton,,0.584603463421354kW/ton,,352.006098429362_Ton,,AAAB,,73.27655792236328°F,,213.33853149414062kW,,59.67268498738607°F
2024-10-29T12:00:00-07:00 Los_Angeles,,0.29641301433245343_kW/Ton,,0_kW/Ton,,0_kW/Ton,,0.5856949507788114kW/ton,,408.7522379557292_Ton,,AAAB,,79.16640853881836°F,,286.56451416015625kW,,59.52881050109863°F
2024-10-29T13:00:00-07:00 Los_Angeles,,0.3089093118906021_kW/Ton,,0_kW/Ton,,0_kW/Ton,,0.6338201542960744kW/ton,,480.1712697347005_Ton,,AAAB,,80.01066080729167°F,,324.48992919921875kW,,60.37133471171061°F
2024-10-29T14:00:00-07:00 Los_Angeles,,0.33853792150815326_kW/Ton,,0_kW/Ton,,0_kW/Ton,,0.6481071249014329kW/ton,,508.81749471028644_Ton,,AAAB,,76.77544530232747°F,,336.9894714355469kW,,62.46385065714518°F
2024-10-29T15:00:00-07:00 Los_Angeles,,0.3392060498396556_kW/Ton,,0_kW/Ton,,0_kW/Ton,,0.6450513884751002kW/ton,,515.0377044677734_Ton,,AAAB,,73.68906784057617°F,,335.8221130371094kW,,62.52086194356283°F
2024-10-29T16:00:00-07:00 Los_Angeles,,0.302879070242246_kW/Ton,,0_kW/Ton,,0_kW/Ton,,0.6622350038097183kW/ton,,441.20465087890625_Ton,,AAAB,,71.37377166748047°F,,323.7579650878906kW,,59.200670878092446°F
2024-10-29T17:00:00-07:00 Los_Angeles,,0.2947488824526469_kW/Ton,,0_kW/Ton,,0_kW/Ton,,0.7445480287087031kW/ton,,349.65557861328125_Ton,,AAAB,,70.00798797607422°F,,268.59820556640625kW,,58.90265782674154°F
2024-10-29T18:00:00-07:00 Los_Angeles,,0.2995891620715459_kW/Ton,,0_kW/Ton,,0_kW/Ton,,0.7908166770174391kW/ton,,276.9383138020833_Ton,,AAAB,,67.1859130859375°F,,256.9234313964844kW,,57.45985666910807°F
2024-10-29T19:00:00-07:00 Los_Angeles,,0.30194828907648724_kW/Ton,,0_kW/Ton,,0_kW/Ton,,0.8422818819985459kW/ton,,237.8406982421875_Ton,,AAAB,,65.5762456258138°F,,203.32235717773438kW,,56.37710189819336°F
2024-10-29T20:00:00-07:00 Los_Angeles,,0.3542624314626058_kW/Ton,,0_kW/Ton,,0_kW/Ton,,0.9149977028613239kW/ton,,215.03022003173828_Ton,,AAAB,,63.54015223185221°F,,205.08966064453125kW,,56.817566553751625°F
2024-10-29T21:00:00-07:00 Los_Angeles,,0.4151233434677124_kW/Ton,,0_kW/Ton,,0_kW/Ton,,0.9782735663548886kW/ton,,159.8449732462565_Ton,,AAAB,,63.86982854207357°F,,177.97088623046875kW,,56.80419667561849°F
2024-10-29T22:00:00-07:00 Los_Angeles,,0.44826837877432507_kW/Ton,,0_kW/Ton,,0_kW/Ton,,0.995813579780628kW/ton,,140.1150385538737_Ton,,AAAB,,62.68801752726237°F,,141.91268920898438kW,,56.50872802734375°F
2024-10-29T23:00:00-07:00 Los_Angeles,,0.5498730142911276_kW/Ton,,0_kW/Ton,,0_kW/Ton,,1.0662560976403002kW/ton,,111.59718831380208_Ton,,AAAB,,61.86768341064453°F,,122.11626434326172kW,,56.35299301147461°F
2024-10-30T00:00:00-07:00 Los_Angeles,,0.5414553334315618_kW/Ton,,0_kW/Ton,,0_kW/Ton,,0.9679485467332146kW/ton,,114.88671620686848_Ton,,AAAB,,61.26268513997396°F,,114.63478088378906kW,,56.24838892618815°F
2024-10-30T01:00:00-07:00 Los_Angeles,,0.5266677935918173_kW/Ton,,0_kW/Ton,,0_kW/Ton,,1.1655804915077899kW/ton,,107.18782424926758_Ton,,AAAB,,60.082708994547524°F,,134.95065307617188kW,,54.872565587361656°F
2024-10-30T02:00:00-07:00 Los_Angeles,,0.6067124803860983_kW/Ton,,0_kW/Ton,,0_kW/Ton,,1.258352308429813kW/ton,,93.5699857076009_Ton,,AAAB,,60.409741719563804°F,,122.5874252319336kW,,55.82076644897461°F
2024-10-30T03:00:00-07:00 Los_Angeles,,0.6851659417152405_kW/Ton,,0_kW/Ton,,0_kW/Ton,,1.307304186471851kW/ton,,84.53621164957683_Ton,,AAAB,,60.13864390055338°F,,111.1025619506836kW,,55.9677619934082°F
2024-10-30T04:00:00-07:00 Los_Angeles,,0.4749114563067754_kW/Ton,,0_kW/Ton,,0_kW/Ton,,0.9439646341565827kW/ton,,141.9876276652018_Ton,,AAAB,,58.60286013285319°F,,139.8063201904297kW,,54.32783762613932°F
2024-10-30T05:00:00-07:00 Los_Angeles,,0.43815039098262787_kW/Ton,,0_kW/Ton,,0_kW/Ton,,0.8481183322095522kW/ton,,144.17626953125_Ton,,AAAB,,58.23026084899902°F,,127.10433197021484kW,,53.874308268229164°F
2024-10-30T06:00:00-07:00 Los_Angeles,,0.3360239466031392_kW/Ton,,0_kW/Ton,,0_kW/Ton,,0.697101696990936kW/ton,,211.95145416259766_Ton,,AAAB,,56.29253832499186°F,,174.5910186767578kW,,52.354923248291016°F
2024-10-30T07:00:00-07:00 Los_Angeles,,0.1651528278986613_kW/Ton,,0_kW/Ton,,0.11767543355623881_kW/Ton,,0.7251100127253015kW/ton,,303.84327697753906_Ton,,AAAB,,56.58954429626465°F,,294.402099609375kW,,51.1209913889567°F
2024-10-30T08:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.2932908932367961_kW/Ton,,0.7233834129883966kW/ton,,328.38392130533856_Ton,,AAAB,,60.77498118082682°F,,250.5448760986328kW,,52.920152028401695°F
2024-10-30T09:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.35548416276772815_kW/Ton,,0.532854223095294kW/ton,,396.27094014485675_Ton,,AAAB,,65.81677055358887°F,,237.63662719726562kW,,56.052971522013344°F
2024-10-30T10:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.42878646155198413_kW/Ton,,0.5346912424553888kW/ton,,585.6151784261068_Ton,,AAAB,,71.0181401570638°F,,376.8106689453125kW,,59.88300069173177°F
2024-10-30T11:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.4960363457600276_kW/Ton,,0.5842162650374377kW/ton,,722.6624348958334_Ton,,AAAB,,74.18095143636067°F,,444.7088623046875kW,,61.48897234598795°F
2024-10-30T12:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.537503719329834_kW/Ton,,0.6186196227384055kW/ton,,785.3438924153646_Ton,,AAAB,,75.70396423339844°F,,531.0852661132812kW,,62.28602854410807°F
2024-10-30T13:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.5187198172012965_kW/Ton,,0.688964228533307kW/ton,,859.9869079589844_Ton,,AAAB,,73.94172541300456°F,,622.6110229492188kW,,62.93409411112467°F
2024-10-30T14:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.5046345541874567_kW/Ton,,0.6909693623538145kW/ton,,878.109619140625_Ton,,AAAB,,74.74362564086914°F,,647.4755249023438kW,,63.30088869730631°F
2024-10-30T15:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.4827002286911011_kW/Ton,,0.6777321452962729kW/ton,,832.1287434895834_Ton,,AAAB,,76.09923553466797°F,,575.9572143554688kW,,63.32116953531901°F
2024-10-30T16:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.4822175403436025_kW/Ton,,0.6787956768442268kW/ton,,824.0781860351562_Ton,,AAAB,,72.88682047526042°F,,597.5367431640625kW,,62.88433647155762°F
2024-10-30T17:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.42077895005544025_kW/Ton,,0.6725084592295562kW/ton,,639.5257263183594_Ton,,AAAB,,68.43639246622722°F,,487.23114013671875kW,,61.448952992757164°F
2024-10-30T18:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.39492373665173847_kW/Ton,,0.7263116939903277kW/ton,,476.9744517008464_Ton,,AAAB,,66.41602071126302°F,,362.8593444824219kW,,60.75982538859049°F
2024-10-30T19:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.4091874311367671_kW/Ton,,0.7793298339358156kW/ton,,425.4119110107422_Ton,,AAAB,,64.89656194051106°F,,340.4714660644531kW,,61.16856702168783°F
2024-10-30T20:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.4199902464946111_kW/Ton,,0.8065454466799253kW/ton,,407.3553009033203_Ton,,AAAB,,64.2402572631836°F,,330.8514404296875kW,,60.98464711507162°F
2024-10-30T21:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.43724995851516724_kW/Ton,,0.930878704113337kW/ton,,271.08385976155597_Ton,,AAAB,,63.83896128336588°F,,322.2972717285156kW,,60.88290532430013°F
2024-10-30T22:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.5491396437088648_kW/Ton,,0.9999406367571594kW/ton,,183.3418197631836_Ton,,AAAB,,63.738670349121094°F,,217.18345642089844kW,,60.87629826863607°F
2024-10-30T23:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.6488027373949686_kW/Ton,,1.0194730284757891kW/ton,,139.50465647379556_Ton,,AAAB,,63.28578186035156°F,,149.66250610351562kW,,60.47921244303385°F
2024-10-31T00:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.6080218255519867_kW/Ton,,0.9238051871464692kW/ton,,157.12093098958334_Ton,,AAAB,,62.767019271850586°F,,148.46426391601562kW,,60.19561640421549°F
2024-10-31T01:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.6171298027038574_kW/Ton,,0.9286152053689306kW/ton,,154.23417154947916_Ton,,AAAB,,62.4519468943278°F,,144.27561950683594kW,,60.20023409525553°F
2024-10-31T02:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.6574411590894064_kW/Ton,,0.9933199258367872kW/ton,,140.16016896565756_Ton,,AAAB,,62.505088806152344°F,,143.90255737304688kW,,60.15007781982422°F
2024-10-31T03:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.6775193512439728_kW/Ton,,1.0233527932994837kW/ton,,132.56244659423828_Ton,,AAAB,,62.505088806152344°F,,136.05538940429688kW,,60.2523078918457°F
2024-10-31T04:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.5733264982700348_kW/Ton,,0.8384799922804672kW/ton,,213.5418217976888_Ton,,AAAB,,62.683929443359375°F,,197.22413635253906kW,,60.383307774861656°F
2024-10-31T05:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.5964649617671967_kW/Ton,,0.8978341300829067kW/ton,,200.02182261149088_Ton,,AAAB,,62.46377754211426°F,,195.17755126953125kW,,59.969581604003906°F
2024-10-31T06:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.4655181020498276_kW/Ton,,0.6723619282799745kW/ton,,364.347173055013_Ton,,AAAB,,62.635878245035805°F,,285.5267639160156kW,,59.880153020222984°F
2024-10-31T07:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.3958358367284139_kW/Ton,,0.6205347500015396kW/ton,,467.80213419596356_Ton,,AAAB,,62.48905944824219°F,,299.2848205566406kW,,59.46517753601074°F
2024-10-31T08:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.3883037517468135_kW/Ton,,0.6179356087758445kW/ton,,504.96925354003906_Ton,,AAAB,,64.13618087768555°F,,333.2236633300781kW,,60.17969830830892°F
2024-10-31T09:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.39575018485387164_kW/Ton,,0.6507575501939605kW/ton,,610.2513326009115_Ton,,AAAB,,67.16895548502605°F,,417.4986877441406kW,,61.64427248636881°F
2024-10-31T10:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.40971622864405316_kW/Ton,,0.650995338820592kW/ton,,670.6903889973959_Ton,,AAAB,,69.00360107421875°F,,461.9017639160156kW,,61.103556315104164°F
2024-10-31T11:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.4188850373029709_kW/Ton,,0.6464990892365989kW/ton,,714.3154907226562_Ton,,AAAB,,70.11541239420573°F,,474.4818115234375kW,,60.70557467142741°F
2024-10-31T12:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.41451485455036163_kW/Ton,,0.6468685185464318kW/ton,,698.91552734375_Ton,,AAAB,,70.31835174560547°F,,459.7825622558594kW,,60.25455284118652°F
2024-10-31T13:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.39415466288725537_kW/Ton,,0.6390152576222615kW/ton,,660.6326293945312_Ton,,AAAB,,69.12307612101237°F,,439.7684326171875kW,,59.151723861694336°F
2024-10-31T14:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.3894968380530675_kW/Ton,,0.6198861286367449kW/ton,,637.1733805338541_Ton,,AAAB,,67.71712875366211°F,,414.4105529785156kW,,58.901048024495445°F
2024-10-31T15:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.38652440905570984_kW/Ton,,0.600657833600195kW/ton,,605.5641174316406_Ton,,AAAB,,66.91967900594075°F,,392.3966064453125kW,,58.56504249572754°F
2024-10-31T16:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.3825508306423823_kW/Ton,,0.5746745747179173kW/ton,,572.4997762044271_Ton,,AAAB,,66.17513656616211°F,,343.2553405761719kW,,57.99789619445801°F
2024-10-31T17:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.38842373589674634_kW/Ton,,0.5626721478709319kW/ton,,457.4016876220703_Ton,,AAAB,,65.02793884277344°F,,290.01605224609375kW,,57.18506876627604°F
2024-10-31T18:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.43922997017701465_kW/Ton,,0.6174621217235494kW/ton,,383.09142049153644_Ton,,AAAB,,64.28679275512695°F,,246.01290893554688kW,,57.36639849344889°F
2024-10-31T19:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.4605788439512253_kW/Ton,,0.6287405750584977kW/ton,,349.44911702473956_Ton,,AAAB,,62.81124687194824°F,,222.30401611328125kW,,57.01522127787272°F
2024-10-31T20:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.4765196939309438_kW/Ton,,0.6654145078748627kW/ton,,317.4809926350911_Ton,,AAAB,,63.0772762298584°F,,220.64573669433594kW,,57.54647445678711°F
2024-10-31T21:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.5362049092849096_kW/Ton,,0.7847788807510775kW/ton,,185.90929158528647_Ton,,AAAB,,62.646546045939125°F,,201.93360900878906kW,,57.12268511454264°F
2024-10-31T22:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.6547146538893381_kW/Ton,,0.9547868879847127kW/ton,,132.58946100870767_Ton,,AAAB,,61.37201372782389°F,,137.47869873046875kW,,56.21083132425944°F
2024-10-31T23:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.6802532176176707_kW/Ton,,1.022650269519606kW/ton,,112.7270139058431_Ton,,AAAB,,61.104363759358726°F,,116.80520629882812kW,,55.958726247151695°F
2024-11-01T00:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.7088506718476614_kW/Ton,,1.083135992295202kW/ton,,106.5803820292155_Ton,,AAAB,,61.65184720357259°F,,118.17407989501953kW,,56.57704416910807°F
2024-11-01T01:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.6660420397917429_kW/Ton,,0.9990710911619533kW/ton,,119.50315348307292_Ton,,AAAB,,60.2743231455485°F,,120.34686279296875kW,,57.0605665842692°F
2024-11-01T02:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.7490741709868113_kW/Ton,,1.1130850310318083kW/ton,,105.36457824707031_Ton,,AAAB,,59.54675102233887°F,,119.81651306152344kW,,57.04320780436198°F
2024-11-01T03:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.755711038907369_kW/Ton,,1.1530764689268422kW/ton,,97.25023015340169_Ton,,AAAB,,59.66614596048991°F,,113.0346908569336kW,,56.93282000223795°F
2024-11-01T04:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.6250852843125662_kW/Ton,,0.8602552666349631kW/ton,,178.37454223632812_Ton,,AAAB,,59.74413808186849°F,,164.85916137695312kW,,57.21300951639811°F
2024-11-01T05:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.6680117249488831_kW/Ton,,0.8944766232008862kW/ton,,174.62110900878906_Ton,,AAAB,,59.53900273640951°F,,159.7403564453125kW,,57.60475540161133°F
2024-11-01T06:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.5709451337655386_kW/Ton,,0.7348560775399364kW/ton,,280.09822845458984_Ton,,AAAB,,59.5875441233317°F,,243.380615234375kW,,57.7210807800293°F
2024-11-01T07:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.4665161420901616_kW/Ton,,0.6377428087372546kW/ton,,377.356450398763_Ton,,AAAB,,59.367082595825195°F,,243.69349670410156kW,,57.578813552856445°F
2024-11-01T08:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.4685364017883937_kW/Ton,,0.6541538343296202kW/ton,,342.133539835612_Ton,,AAAB,,59.794684727986656°F,,236.81834411621094kW,,57.176961263020836°F
2024-11-01T09:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.4769865969816844_kW/Ton,,0.6256045095182697kW/ton,,317.6076405843099_Ton,,AAAB,,60.88835207621256°F,,212.56199645996094kW,,55.27861213684082°F
2024-11-01T10:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.45959843198458356_kW/Ton,,0.6055932661941549kW/ton,,370.56678771972656_Ton,,AAAB,,62.6639035542806°F,,236.56394958496094kW,,56.09320195515951°F
2024-11-01T11:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.42017420132954914_kW/Ton,,0.5761117527331269kW/ton,,406.7367451985677_Ton,,AAAB,,63.338239669799805°F,,248.6535186767578kW,,55.644585291544594°F
2024-11-01T12:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.40225135783354443_kW/Ton,,0.5354519548084158kW/ton,,452.13047790527344_Ton,,AAAB,,65.99191284179688°F,,255.55300903320312kW,,54.51644198099772°F
2024-11-01T13:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.3842254877090454_kW/Ton,,0.5395923083083488kW/ton,,536.0876770019531_Ton,,AAAB,,67.23067982991536°F,,310.8576965332031kW,,56.415337880452476°F
2024-11-01T14:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.3822574367125829_kW/Ton,,0.5226768090601379kW/ton,,505.9686991373698_Ton,,AAAB,,65.55244318644206°F,,274.1769104003906kW,,54.61524899800619°F
2024-11-01T15:00:00-07:00 Los_Angeles,,0_kW/Ton,,0_kW/Ton,,0.38449423015117645_kW/Ton,,0.5076175192237046kW/ton,,513.4357198079427_Ton,,AAAB,,65.51249313354492°F,,267.0230407714844kW,,52.81861941019694°F
2024-11-01T16:00:00-07:00 Los_Angeles,,0.27221555014451343_kW/Ton,,0_kW/Ton,,0.12729962170124054_kW/Ton,,0.5086862965719801kW/ton,,404.4321746826172_Ton,,AAAB,,64.17780685424805°F,,253.510498046875kW,,53.25675659179687°F
2024-11-01T17:00:00-07:00 Los_Angeles,,0.3460524280865987_kW/Ton,,0_kW/Ton,,0_kW/Ton,,0.47135054659871356kW/ton,,397.77137247721356_Ton,,AAAB,,62.39819145202637°F,,223.8099822998047kW,,52.83737818400065°F
2024-11-01T18:00:00-07:00 Los_Angeles,,0.38229967157046_kW/Ton,,0_kW/Ton,,0_kW/Ton,,0.5130573119207792kW/ton,,328.2571055094401_Ton,,AAAB,,61.03646151224772°F,,177.24072265625kW,,52.670403162638344°F
2024-11-01T19:00:00-07:00 Los_Angeles,,0.4351652314265569_kW/Ton,,0_kW/Ton,,0_kW/Ton,,0.5879255885857558kW/ton,,262.1348597208659_Ton,,AAAB,,60.24516487121582°F,,160.68592834472656kW,,52.382424672444664°F
2024-11-01T20:00:00-07:00 Los_Angeles,,0.43037110070387524_kW/Ton,,0_kW/Ton,,0_kW/Ton,,0.5959324760175718kW/ton,,245.08479817708334_Ton,,AAAB,,59.76701354980469°F,,148.40042114257812kW,,51.8500722249349°F
2024-11-01T21:00:00-07:00 Los_Angeles,,0.5116433302561442_kW/Ton,,0_kW/Ton,,0_kW/Ton,,0.779996375100827kW/ton,,147.60895284016928_Ton,,AAAB,,59.10534413655599°F,,137.35694885253906kW,,51.581597646077476°F
2024-11-01T22:00:00-07:00 Los_Angeles,,0.5982402712106705_kW/Ton,,0_kW/Ton,,0_kW/Ton,,0.9124760563597945kW/ton,,120.42813491821289_Ton,,AAAB,,58.578634897867836°F,,123.36749267578125kW,,51.12003962198893°F
2024-11-01T23:00:00-07:00 Los_Angeles,,0.9557678600152334_kW/Ton,,0_kW/Ton,,0_kW/Ton,,1.3948996228979345kW/ton,,75.64977836608887_Ton,,AAAB,,57.98276329040527°F,,108.45820617675781kW,,50.959859212239586°F
2024-11-02T00:00:00-07:00 Los_Angeles,,1.0757324000199635_kW/Ton,,0_kW/Ton,,0_kW/Ton,,1.5490954291171553kW/ton,,68.54734547932942_Ton,,AAAB,,57.68451817830404°F,,117.83822631835938kW,,50.313100814819336°F
2024-11-02T01:00:00-07:00 Los_Angeles,,0.8275059262911478_kW/Ton,,0_kW/Ton,,0_kW/Ton,,1.2291741089106913kW/ton,,84.87507629394531_Ton,,AAAB,,57.03644053141276°F,,122.40631103515625kW,,49.985130310058594°F
2024-11-02T02:00:00-07:00 Los_Angeles,,0.8292585909366608_kW/Ton,,0_kW/Ton,,0_kW/Ton,,1.1872747986144336kW/ton,,89.66590118408203_Ton,,AAAB,,56.62509536743164°F,,115.54393005371094kW,,49.701063791910805°F
2024-11-02T03:00:00-07:00 Los_Angeles,,0.9497441550095876_kW/Ton,,0_kW/Ton,,0_kW/Ton,,1.3763030377545877kW/ton,,73.70504570007324_Ton,,AAAB,,56.06114260355631°F,,106.98836517333984kW,,48.950113932291664°F
